raw_token,n_products,canonical,action,reason
parma violet,14,,DROP_RARE,"canonical group 'parma violet' has 14 in-population products (< 30, after merging)"
pomarose,14,,DROP_RARE,"canonical group 'pomarose' has 14 in-population products (< 30, after merging)"
red lily,14,,DROP_RARE,"canonical group 'red lily' has 14 in-population products (< 30, after merging)"
rose oxide,14,,DROP_RARE,"canonical group 'rose oxide' has 14 in-population products (< 30, after merging)"
snowdrops,14,,DROP_RARE,"canonical group 'snowdrops' has 14 in-population products (< 30, after merging)"
tiramisu,14,,DROP_RARE,"canonical group 'tiramisu' has 14 in-population products (< 30, after merging)"
tonic water,14,,DROP_RARE,"canonical group 'tonic water' has 14 in-population products (< 30, after merging)"
wallflower,14,,DROP_RARE,"canonical group 'wallflower' has 14 in-population products (< 30, after merging)"
white magnolia,14,,DROP_RARE,"canonical group 'white magnolia' has 14 in-population products (< 30, after merging)"
black iris,13,,DROP_RARE,"canonical group 'black iris' has 13 in-population products (< 30, after merging)"
black licorice,13,,DROP_RARE,"canonical group 'black licorice' has 13 in-population products (< 30, after merging)"
blue hyacinth,13,,DROP_RARE,"canonical group 'blue hyacinth' has 13 in-population products (< 30, after merging)"
boxwood,13,,DROP_RARE,"canonical group 'boxwood' has 13 in-population products (< 30, after merging)"
burnt sugar,13,,DROP_RARE,"canonical group 'burnt sugar' has 13 in-population products (< 30, after merging)"
calabrian mandarin,13,,DROP_RARE,"canonical group 'calabrian mandarin' has 13 in-population products (< 30, after merging)"
finger lime,13,,DROP_RARE,"canonical group 'finger lime' has 13 in-population products (< 30, after merging)"
ginseng,13,,DROP_RARE,"canonical group 'ginseng' has 13 in-population products (< 30, after merging)"
goji berries,13,,DROP_RARE,"canonical group 'goji berries' has 13 in-population products (< 30, after merging)"
helvetolide,13,,DROP_RARE,"canonical group 'helvetolide' has 13 in-population products (< 30, after merging)"
italian orris root,13,,DROP_RARE,"canonical group 'italian orris root' has 13 in-population products (< 30, after merging)"
italian tangerine,13,,DROP_RARE,"canonical group 'italian tangerine' has 13 in-population products (< 30, after merging)"
lichen,13,,DROP_RARE,"canonical group 'lichen' has 13 in-population products (< 30, after merging)"
mango blossom,13,,DROP_RARE,"canonical group 'mango blossom' has 13 in-population products (< 30, after merging)"
marron glace,13,,DROP_RARE,"canonical group 'marron glace' has 13 in-population products (< 30, after merging)"
masala chai,13,,DROP_RARE,"canonical group 'masala chai' has 13 in-population products (< 30, after merging)"
mugane,13,,DROP_RARE,"canonical group 'mugane' has 13 in-population products (< 30, after merging)"
oriental woodsy notes,13,,DROP_RARE,"canonical group 'oriental woodsy notes' has 13 in-population products (< 30, after merging)"
pimento seeds,13,pimento,MERGE,compound substring containment
pink tulip,13,,DROP_RARE,"canonical group 'pink tulip' has 13 in-population products (< 30, after merging)"
synthetic civet,13,,DROP_RARE,"canonical group 'synthetic civet' has 13 in-population products (< 30, after merging)"
vanilla caviar,13,,DROP_RARE,"canonical group 'vanilla caviar' has 13 in-population products (< 30, after merging)"
vine,13,,DROP_RARE,"canonical group 'vine' has 13 in-population products (< 30, after merging)"
angelica root,12,angelica,MERGE,compound substring containment
bitter orange blossom,12,bitter orange,MERGE,compound substring containment
boletus edulis,12,,DROP_RARE,"canonical group 'boletus edulis' has 12 in-population products (< 30, after merging)"
candied orange,12,,DROP_RARE,"canonical group 'candied orange' has 12 in-population products (< 30, after merging)"
cedar leaves,12,,DROP_RARE,"canonical group 'cedar leaves' has 12 in-population products (< 30, after merging)"
cedarmoss,12,,DROP_RARE,"canonical group 'cedarmoss' has 12 in-population products (< 30, after merging)"
coton candy,12,cotton candy,MERGE,fuzzy similarity 0.96
french rose,12,,DROP_RARE,"canonical group 'french rose' has 12 in-population products (< 30, after merging)"
galanga,12,,DROP_RARE,"canonical group 'galanga' has 12 in-population products (< 30, after merging)"
graperfuit,12,grapefruit,MERGE,fuzzy similarity 0.90
green mango,12,,DROP_RARE,"canonical group 'green mango' has 12 in-population products (< 30, after merging)"
hemlock,12,,DROP_RARE,"canonical group 'hemlock' has 12 in-population products (< 30, after merging)"
kyara incense,12,,DROP_RARE,"canonical group 'kyara incense' has 12 in-population products (< 30, after merging)"
nasturtium,12,,DROP_RARE,"canonical group 'nasturtium' has 12 in-population products (< 30, after merging)"
panacotta,12,,DROP_RARE,"canonical group 'panacotta' has 12 in-population products (< 30, after merging)"
pandanus,12,,DROP_RARE,"canonical group 'pandanus' has 12 in-population products (< 30, after merging)"
paramela,12,,DROP_RARE,"canonical group 'paramela' has 12 in-population products (< 30, after merging)"
pebbles,12,,DROP_RARE,"canonical group 'pebbles' has 12 in-population products (< 30, after merging)"
peppertree,12,pepper,MERGE,compound substring containment
prosecco,12,,DROP_RARE,"canonical group 'prosecco' has 12 in-population products (< 30, after merging)"
rhubarb leaf,12,rhubarb,MERGE,compound substring containment
rooibos tea,12,,DROP_RARE,"canonical group 'rooibos tea' has 12 in-population products (< 30, after merging)"
siam,12,,DROP_RARE,"canonical group 'siam' has 12 in-population products (< 30, after merging)"
stems greens,12,,DROP_RARE,"canonical group 'stems greens' has 12 in-population products (< 30, after merging)"
wild jasmine,12,,DROP_RARE,"canonical group 'wild jasmine' has 12 in-population products (< 30, after merging)"
almond cream,11,,DROP_RARE,"canonical group 'almond cream' has 11 in-population products (< 30, after merging)"
aquozone,11,,DROP_RARE,"canonical group 'aquozone' has 11 in-population products (< 30, after merging)"
blue sage,11,,DROP_RARE,"canonical group 'blue sage' has 11 in-population products (< 30, after merging)"
boysenberry,11,,DROP_RARE,"canonical group 'boysenberry' has 11 in-population products (< 30, after merging)"
brazil nut,11,,DROP_RARE,"canonical group 'brazil nut' has 11 in-population products (< 30, after merging)"
cacao butter,11,,DROP_RARE,"canonical group 'cacao butter' has 11 in-population products (< 30, after merging)"
cereals,11,,DROP_RARE,"canonical group 'cereals' has 11 in-population products (< 30, after merging)"
champagne rosé,11,champagne,MERGE,compound substring containment
cherry liqueur,11,,DROP_RARE,"canonical group 'cherry liqueur' has 11 in-population products (< 30, after merging)"
citrus and floral notes,11,,DROP_RARE,"canonical group 'citrus and floral notes' has 11 in-population products (< 30, after merging)"
citrus blossom,11,,DROP_RARE,"canonical group 'citrus blossom' has 11 in-population products (< 30, after merging)"
clay,11,,DROP_RARE,"canonical group 'clay' has 11 in-population products (< 30, after merging)"
coffee blossom,11,,DROP_RARE,"canonical group 'coffee blossom' has 11 in-population products (< 30, after merging)"
cyperus esculentus,11,,DROP_RARE,"canonical group 'cyperus esculentus' has 11 in-population products (< 30, after merging)"
damask plum,11,,DROP_RARE,"canonical group 'damask plum' has 11 in-population products (< 30, after merging)"
flax,11,,DROP_RARE,"canonical group 'flax' has 11 in-population products (< 30, after merging)"
florida grapefruit,11,,DROP_RARE,"canonical group 'florida grapefruit' has 11 in-population products (< 30, after merging)"
karo karounde,11,,DROP_RARE,"canonical group 'karo karounde' has 11 in-population products (< 30, after merging)"
liquidambar,11,,DROP_RARE,"canonical group 'liquidambar' has 11 in-population products (< 30, after merging)"
milk cream,11,,DROP_RARE,"canonical group 'milk cream' has 11 in-population products (< 30, after merging)"
mirabilis,11,,DROP_RARE,"canonical group 'mirabilis' has 11 in-population products (< 30, after merging)"
mock orange,11,,DROP_RARE,"canonical group 'mock orange' has 11 in-population products (< 30, after merging)"
muscenone,11,,DROP_RARE,"canonical group 'muscenone' has 11 in-population products (< 30, after merging)"
pepperwood or hercules club,11,,DROP_RARE,"canonical group 'pepperwood or hercules club' has 11 in-population products (< 30, after merging)"
petrichor,11,,DROP_RARE,"canonical group 'petrichor' has 11 in-population products (< 30, after merging)"
pimento leaf,11,pimento,MERGE,compound substring containment
prickly pear,11,,DROP_RARE,"canonical group 'prickly pear' has 11 in-population products (< 30, after merging)"
red algae,11,,DROP_RARE,"canonical group 'red algae' has 11 in-population products (< 30, after merging)"
safraleine,11,,DROP_RARE,"canonical group 'safraleine' has 11 in-population products (< 30, after merging)"
silver fir,11,,DROP_RARE,"canonical group 'silver fir' has 11 in-population products (< 30, after merging)"
thuja,11,,DROP_RARE,"canonical group 'thuja' has 11 in-population products (< 30, after merging)"
tiare,11,,DROP_RARE,"canonical group 'tiare' has 11 in-population products (< 30, after merging)"
water flowers,11,,DROP_RARE,"canonical group 'water flowers' has 11 in-population products (< 30, after merging)"
watercress,11,,DROP_RARE,"canonical group 'watercress' has 13 in-population products (< 30, after merging)"
white pear,11,,DROP_RARE,"canonical group 'white pear' has 11 in-population products (< 30, after merging)"
wood resin,11,,DROP_RARE,"canonical group 'wood resin' has 11 in-population products (< 30, after merging)"
yellow plum,11,,DROP_RARE,"canonical group 'yellow plum' has 11 in-population products (< 30, after merging)"
apple tree blossom,10,apple,MERGE,transitive merge via shared group
baie rose,10,,DROP_RARE,"canonical group 'baie rose' has 10 in-population products (< 30, after merging)"
blackwood,10,,DROP_RARE,"canonical group 'blackwood' has 10 in-population products (< 30, after merging)"
blue lavender,10,,DROP_RARE,"canonical group 'blue lavender' has 10 in-population products (< 30, after merging)"
concrete,10,,DROP_RARE,"canonical group 'concrete' has 10 in-population products (< 30, after merging)"
curry tree,10,,DROP_RARE,"canonical group 'curry tree' has 12 in-population products (< 30, after merging)"
false jasmine,10,,DROP_RARE,"canonical group 'false jasmine' has 10 in-population products (< 30, after merging)"
honeycomb,10,honey,MERGE,compound substring containment
indole,10,,DROP_RARE,"canonical group 'indole' has 10 in-population products (< 30, after merging)"
mandora,10,,DROP_RARE,"canonical group 'mandora' has 10 in-population products (< 30, after merging)"
martini,10,,DROP_RARE,"canonical group 'martini' has 10 in-population products (< 30, after merging)"
oat,10,,DROP_RARE,"canonical group 'oat' has 10 in-population products (< 30, after merging)"
plum tree,10,,DROP_RARE,"canonical group 'plum tree' has 10 in-population products (< 30, after merging)"
primrose,10,,DROP_RARE,"canonical group 'primrose' has 10 in-population products (< 30, after merging)"
red amber,10,,DROP_RARE,"canonical group 'red amber' has 10 in-population products (< 30, after merging)"
reed,10,,DROP_RARE,"canonical group 'reed' has 10 in-population products (< 30, after merging)"
salted caramel,10,,DROP_RARE,"canonical group 'salted caramel' has 12 in-population products (< 30, after merging)"
silk,10,,DROP_RARE,"canonical group 'silk' has 10 in-population products (< 30, after merging)"
soybean,10,,DROP_RARE,"canonical group 'soybean' has 10 in-population products (< 30, after merging)"
wild lavender,10,,DROP_RARE,"canonical group 'wild lavender' has 10 in-population products (< 30, after merging)"
agave nectar,9,,DROP_RARE,"canonical group 'agave nectar' has 9 in-population products (< 30, after merging)"
bergamot leaf,9,bergamot,MERGE,compound substring containment
calypsone,9,,DROP_RARE,"canonical group 'calypsone' has 9 in-population products (< 30, after merging)"
campari,9,,DROP_RARE,"canonical group 'campari' has 9 in-population products (< 30, after merging)"
candied lemon,9,,DROP_RARE,"canonical group 'candied lemon' has 9 in-population products (< 30, after merging)"
candle wax,9,,DROP_RARE,"canonical group 'candle wax' has 9 in-population products (< 30, after merging)"
chocolate flower,9,chocolate,MERGE,compound substring containment
cilantro,9,,DROP_RARE,"canonical group 'cilantro' has 9 in-population products (< 30, after merging)"
cloudberry,9,,DROP_RARE,"canonical group 'cloudberry' has 9 in-population products (< 30, after merging)"
coal,9,,DROP_RARE,"canonical group 'coal' has 9 in-population products (< 30, after merging)"
coral reef,9,,DROP_RARE,"canonical group 'coral reef' has 9 in-population products (< 30, after merging)"
cream soda,9,,DROP_RARE,"canonical group 'cream soda' has 17 in-population products (< 30, after merging)"
cypress leaf,9,cypress,MERGE,compound substring containment
dyer’s greenweed,9,,DROP_RARE,"canonical group 'dyer’s greenweed' has 9 in-population products (< 30, after merging)"
flint,9,,DROP_RARE,"canonical group 'flint' has 9 in-population products (< 30, after merging)"
floral fruity notes,9,,DROP_RARE,"canonical group 'floral fruity notes' has 9 in-population products (< 30, after merging)"
green anjou pears,9,,DROP_RARE,"canonical group 'green anjou pears' has 9 in-population products (< 30, after merging)"
green pear,9,,DROP_RARE,"canonical group 'green pear' has 9 in-population products (< 30, after merging)"
ho wood,9,,DROP_RARE,"canonical group 'ho wood' has 9 in-population products (< 30, after merging)"
iced lemon,9,,DROP_RARE,"canonical group 'iced lemon' has 9 in-population products (< 30, after merging)"
indian ginger,9,,DROP_RARE,"canonical group 'indian ginger' has 9 in-population products (< 30, after merging)"
iran galbanum,9,,DROP_RARE,"canonical group 'iran galbanum' has 9 in-population products (< 30, after merging)"
"ishpink, ocotea quixos",9,,DROP_RARE,"canonical group 'ishpink, ocotea quixos' has 9 in-population products (< 30, after merging)"
